country,date,sector,MtCO2 per day
India,20/07/2023,Power,4.22869
India,20/07/2023,Residential,0.258588
India,21/07/2023,Domestic Aviation,0.0199875
India,21/07/2023,Ground Transport,0.839636
India,21/07/2023,Industry,2.29349
India,21/07/2023,International Aviation,0.0152609
India,21/07/2023,Power,4.29894
India,21/07/2023,Residential,0.258649
India,22/07/2023,Domestic Aviation,0.0196075
India,22/07/2023,Ground Transport,0.829583
India,22/07/2023,Industry,2.20345
India,22/07/2023,International Aviation,0.0158686
India,22/07/2023,Power,4.13016
India,22/07/2023,Residential,0.263473
India,23/07/2023,Domestic Aviation,0.0197168
India,23/07/2023,Ground Transport,0.752055
India,23/07/2023,Industry,2.1002
India,23/07/2023,International Aviation,0.0163326
India,23/07/2023,Power,3.93663
India,23/07/2023,Residential,0.262669
India,24/07/2023,Domestic Aviation,0.0198276
India,24/07/2023,Ground Transport,0.831402
India,24/07/2023,Industry,2.22696
India,24/07/2023,International Aviation,0.0150222
India,24/07/2023,Power,4.17423
India,24/07/2023,Residential,0.260741
India,25/07/2023,Domestic Aviation,0.0197576
India,25/07/2023,Ground Transport,0.83427
India,25/07/2023,Industry,2.24976
India,25/07/2023,International Aviation,0.0145814
India,25/07/2023,Power,4.21697
India,25/07/2023,Residential,0.259954
India,26/07/2023,Domestic Aviation,0.0197931
India,26/07/2023,Ground Transport,0.838719
India,26/07/2023,Industry,2.14552
India,26/07/2023,International Aviation,0.015363
India,26/07/2023,Power,4.02157
India,26/07/2023,Residential,0.259301
India,27/07/2023,Domestic Aviation,0.0198474
India,27/07/2023,Ground Transport,0.833358
India,27/07/2023,Industry,2.09151
India,27/07/2023,International Aviation,0.0150087
India,27/07/2023,Power,3.92035
India,27/07/2023,Residential,0.258829
India,28/07/2023,Domestic Aviation,0.0198699
India,28/07/2023,Ground Transport,0.854144
India,28/07/2023,Industry,1.99072
India,28/07/2023,International Aviation,0.0151284
India,28/07/2023,Power,3.73143
India,28/07/2023,Residential,0.261936
India,29/07/2023,Domestic Aviation,0.0195068
India,29/07/2023,Ground Transport,0.832083
India,29/07/2023,Industry,1.88354
India,29/07/2023,International Aviation,0.0159424
India,29/07/2023,Power,3.53053
India,29/07/2023,Residential,0.265521
India,30/07/2023,Domestic Aviation,0.0195851
India,30/07/2023,Ground Transport,0.751324
India,30/07/2023,Industry,1.9262
India,30/07/2023,International Aviation,0.0157538
India,30/07/2023,Power,3.61049
India,30/07/2023,Residential,0.26141
India,31/07/2023,Domestic Aviation,0.0196569
India,31/07/2023,Ground Transport,0.830361
India,31/07/2023,Industry,2.07254
India,31/07/2023,International Aviation,0.0149136
India,31/07/2023,Power,3.88478
India,31/07/2023,Residential,0.260444
India,01/08/2023,Domestic Aviation,0.0198191
India,01/08/2023,Ground Transport,0.820974
India,01/08/2023,Industry,1.97231
India,01/08/2023,International Aviation,0.0138032
India,01/08/2023,Power,3.8801
India,01/08/2023,Residential,0.260571
India,02/08/2023,Domestic Aviation,0.0195707
India,02/08/2023,Ground Transport,0.811196
India,02/08/2023,Industry,1.92094
India,02/08/2023,International Aviation,0.0157949
India,02/08/2023,Power,3.77904
India,02/08/2023,Residential,0.261195
India,03/08/2023,Domestic Aviation,0.0202053
India,03/08/2023,Ground Transport,0.818813
India,03/08/2023,Industry,1.94932
India,03/08/2023,International Aviation,0.0149304
India,03/08/2023,Power,3.83488
India,03/08/2023,Residential,0.260187
India,04/08/2023,Domestic Aviation,0.0202049
India,04/08/2023,Ground Transport,0.838621
India,04/08/2023,Industry,2.01911
India,04/08/2023,International Aviation,0.0151442
India,04/08/2023,Power,3.97216
India,04/08/2023,Residential,0.260495
India,05/08/2023,Domestic Aviation,0.0198322
India,05/08/2023,Ground Transport,0.845383
India,05/08/2023,Industry,2.03414
India,05/08/2023,International Aviation,0.0151965
India,05/08/2023,Power,4.00175
India,05/08/2023,Residential,0.260185
India,06/08/2023,Domestic Aviation,0.019937
India,06/08/2023,Ground Transport,0.770427
India,06/08/2023,Industry,1.90676
India,06/08/2023,International Aviation,0.0149148
India,06/08/2023,Power,3.75116
India,06/08/2023,Residential,0.260926
India,07/08/2023,Domestic Aviation,0.0196791
India,07/08/2023,Ground Transport,0.836068
India,07/08/2023,Industry,1.9646
India,07/08/2023,International Aviation,0.0145843
India,07/08/2023,Power,3.86494
India,07/08/2023,Residential,0.262471
India,08/08/2023,Domestic Aviation,0.0199041
India,08/08/2023,Ground Transport,0.835603
India,08/08/2023,Industry,2.06665
India,08/08/2023,International Aviation,0.0141446
India,08/08/2023,Power,4.06569
India,08/08/2023,Residential,0.261613
India,09/08/2023,Domestic Aviation,0.0195988
India,09/08/2023,Ground Transport,0.838913
India,09/08/2023,Industry,2.16747
India,09/08/2023,International Aviation,0.0145562
India,09/08/2023,Power,4.26404
India,09/08/2023,Residential,0.260607
India,10/08/2023,Domestic Aviation,0.0200778
India,10/08/2023,Ground Transport,0.843572
India,10/08/2023,Industry,2.21511
India,10/08/2023,International Aviation,0.0149044
India,10/08/2023,Power,4.35776
India,10/08/2023,Residential,0.260688
India,11/08/2023,Domestic Aviation,0.0204661
India,11/08/2023,Ground Transport,0.844964
India,11/08/2023,Industry,2.3122
India,11/08/2023,International Aviation,0.015292
India,11/08/2023,Power,4.54876
India,11/08/2023,Residential,0.260105
India,12/08/2023,Domestic Aviation,0.0201345
India,12/08/2023,Ground Transport,0.822063
India,12/08/2023,Industry,2.25161
India,12/08/2023,International Aviation,0.0150632
India,12/08/2023,Power,4.42957
India,12/08/2023,Residential,0.260086
India,13/08/2023,Domestic Aviation,0.0200138
India,13/08/2023,Ground Transport,0.749537
India,13/08/2023,Industry,2.16842
India,13/08/2023,International Aviation,0.0151733
India,13/08/2023,Power,4.2659
India,13/08/2023,Residential,0.259965
India,14/08/2023,Domestic Aviation,0.0195567
India,14/08/2023,Ground Transport,0.803569
India,14/08/2023,Industry,2.26466
India,14/08/2023,International Aviation,0.0141481
India,14/08/2023,Power,4.45525
India,14/08/2023,Residential,0.262962
India,15/08/2023,Domestic Aviation,0.0198947
India,15/08/2023,Ground Transport,0.530186
India,15/08/2023,Industry,2.24729
India,15/08/2023,International Aviation,0.0137052
India,15/08/2023,Power,4.42107
India,15/08/2023,Residential,0.26225
India,16/08/2023,Domestic Aviation,0.020024
India,16/08/2023,Ground Transport,0.839503
India,16/08/2023,Industry,2.33215
India,16/08/2023,International Aviation,0.0147788
India,16/08/2023,Power,4.58802
India,16/08/2023,Residential,0.26185
India,17/08/2023,Domestic Aviation,0.0203797
India,17/08/2023,Ground Transport,0.845387
India,17/08/2023,Industry,2.33621
India,17/08/2023,International Aviation,0.0147189
India,17/08/2023,Power,4.59601
India,17/08/2023,Residential,0.261974
India,18/08/2023,Domestic Aviation,0.0202413
India,18/08/2023,Ground Transport,0.841033
India,18/08/2023,Industry,2.32191
India,18/08/2023,International Aviation,0.0154006
India,18/08/2023,Power,4.56786
India,18/08/2023,Residential,0.261397
India,19/08/2023,Domestic Aviation,0.0200268
India,19/08/2023,Ground Transport,0.841211
India,19/08/2023,Industry,2.27382
India,19/08/2023,International Aviation,0.0153334
India,19/08/2023,Power,4.47326
India,19/08/2023,Residential,0.26171
India,20/08/2023,Domestic Aviation,0.0201024
India,20/08/2023,Ground Transport,0.764211
India,20/08/2023,Industry,2.27966
India,20/08/2023,International Aviation,0.0154968
India,20/08/2023,Power,4.48475
India,20/08/2023,Residential,0.260604
India,21/08/2023,Domestic Aviation,0.0200945
India,21/08/2023,Ground Transport,0.840242
India,21/08/2023,Industry,2.33948
India,21/08/2023,International Aviation,0.0140147
India,21/08/2023,Power,4.60244
India,21/08/2023,Residential,0.259465
India,22/08/2023,Domestic Aviation,0.0199819
India,22/08/2023,Ground Transport,0.844564
India,22/08/2023,Industry,2.34828
India,22/08/2023,International Aviation,0.0138984
India,22/08/2023,Power,4.61974
India,22/08/2023,Residential,0.25961
India,23/08/2023,Domestic Aviation,0.0199481
India,23/08/2023,Ground Transport,0.854937
India,23/08/2023,Industry,2.21953
India,23/08/2023,International Aviation,0.0147499
India,23/08/2023,Power,4.36646
India,23/08/2023,Residential,0.260477
India,24/08/2023,Domestic Aviation,0.0203778
India,24/08/2023,Ground Transport,0.837329
India,24/08/2023,Industry,2.19938
India,24/08/2023,International Aviation,0.0144366
India,24/08/2023,Power,4.32681
India,24/08/2023,Residential,0.261997
India,25/08/2023,Domestic Aviation,0.020367
India,25/08/2023,Ground Transport,0.842443
India,25/08/2023,Industry,2.25577
India,25/08/2023,International Aviation,0.0149298
India,25/08/2023,Power,4.43774
India,25/08/2023,Residential,0.264787
India,26/08/2023,Domestic Aviation,0.0201441
India,26/08/2023,Ground Transport,0.832478
India,26/08/2023,Industry,2.29644
India,26/08/2023,International Aviation,0.0154706
India,26/08/2023,Power,4.51776
India,26/08/2023,Residential,0.267142
India,27/08/2023,Domestic Aviation,0.0202284
India,27/08/2023,Ground Transport,0.752343
India,27/08/2023,Industry,2.28
India,27/08/2023,International Aviation,0.0148394
India,27/08/2023,Power,4.48542
India,27/08/2023,Residential,0.265496
India,28/08/2023,Domestic Aviation,0.0203384
India,28/08/2023,Ground Transport,0.83225
India,28/08/2023,Industry,2.29981
India,28/08/2023,International Aviation,0.014625
India,28/08/2023,Power,4.52438
India,28/08/2023,Residential,0.268648
India,29/08/2023,Domestic Aviation,0.0198904
India,29/08/2023,Ground Transport,0.844564
India,29/08/2023,Industry,2.41484
India,29/08/2023,International Aviation,0.0140775
India,29/08/2023,Power,4.75068
India,29/08/2023,Residential,0.265882
India,30/08/2023,Domestic Aviation,0.0198711
India,30/08/2023,Ground Transport,0.854937
India,30/08/2023,Industry,2.45432
India,30/08/2023,International Aviation,0.014684
India,30/08/2023,Power,4.82835
India,30/08/2023,Residential,0.263229
India,31/08/2023,Domestic Aviation,0.0201522
India,31/08/2023,Ground Transport,0.837329
India,31/08/2023,Industry,2.50016
India,31/08/2023,International Aviation,0.014576
India,31/08/2023,Power,4.91853
India,31/08/2023,Residential,0.26195
India,01/09/2023,Domestic Aviation,0.0203547
India,01/09/2023,Ground Transport,0.842443
India,01/09/2023,Industry,2.54729
India,01/09/2023,International Aviation,0.0150583
India,01/09/2023,Power,5.05399
India,01/09/2023,Residential,0.271462
India,02/09/2023,Domestic Aviation,0.0201613
India,02/09/2023,Ground Transport,0.799371
India,02/09/2023,Industry,2.53199
India,02/09/2023,International Aviation,0.0150144
India,02/09/2023,Power,5.02363
India,02/09/2023,Residential,0.272119
India,03/09/2023,Domestic Aviation,0.0201637
India,03/09/2023,Ground Transport,0.732621
India,03/09/2023,Industry,2.41857
India,03/09/2023,International Aviation,0.0157801
India,03/09/2023,Power,4.7986
India,03/09/2023,Residential,0.274344
India,04/09/2023,Domestic Aviation,0.0202075
India,04/09/2023,Ground Transport,0.83472
India,04/09/2023,Industry,2.37553
India,04/09/2023,International Aviation,0.0147263
India,04/09/2023,Power,4.71322
India,04/09/2023,Residential,0.275313
India,05/09/2023,Domestic Aviation,0.02037
India,05/09/2023,Ground Transport,0.838485
India,05/09/2023,Industry,2.42203
India,05/09/2023,International Aviation,0.014107
India,05/09/2023,Power,4.80548
India,05/09/2023,Residential,0.278301
India,06/09/2023,Domestic Aviation,0.0202165
India,06/09/2023,Ground Transport,0.834117
India,06/09/2023,Industry,2.37164
India,06/09/2023,International Aviation,0.014914
India,06/09/2023,Power,4.70549
India,06/09/2023,Residential,0.277416
India,07/09/2023,Domestic Aviation,0.0202821
India,07/09/2023,Ground Transport,0.715949
India,07/09/2023,Industry,2.23298
India,07/09/2023,International Aviation,0.0145487
India,07/09/2023,Power,4.43038
India,07/09/2023,Residential,0.276167
India,08/09/2023,Domestic Aviation,0.019537
India,08/09/2023,Ground Transport,0.568259
India,08/09/2023,Industry,2.17119
India,08/09/2023,International Aviation,0.0152745
India,08/09/2023,Power,4.30779
India,08/09/2023,Residential,0.274955
India,09/09/2023,Domestic Aviation,0.0199522
India,09/09/2023,Ground Transport,0.614247
India,09/09/2023,Industry,2.11836
India,09/09/2023,International Aviation,0.0155239
India,09/09/2023,Power,4.20298
India,09/09/2023,Residential,0.274736
India,10/09/2023,Domestic Aviation,0.0194873
India,10/09/2023,Ground Transport,0.571681
India,10/09/2023,Industry,2.00796
India,10/09/2023,International Aviation,0.0159004
India,10/09/2023,Power,3.98393
India,10/09/2023,Residential,0.27276
India,11/09/2023,Domestic Aviation,0.0196666
India,11/09/2023,Ground Transport,0.827817
India,11/09/2023,Industry,2.16289
India,11/09/2023,International Aviation,0.0140757
India,11/09/2023,Power,4.29131
India,11/09/2023,Residential,0.270551
India,12/09/2023,Domestic Aviation,0.0202217
India,12/09/2023,Ground Transport,0.837083
India,12/09/2023,Industry,2.25816
India,12/09/2023,International Aviation,0.0140406
India,12/09/2023,Power,4.48035
India,12/09/2023,Residential,0.269815
India,13/09/2023,Domestic Aviation,0.0202122
India,13/09/2023,Ground Transport,0.84024
India,13/09/2023,Industry,2.34141
India,13/09/2023,International Aviation,0.0155993
India,13/09/2023,Power,4.64552
India,13/09/2023,Residential,0.270123
India,14/09/2023,Domestic Aviation,0.0201254
India,14/09/2023,Ground Transport,0.836392
India,14/09/2023,Industry,2.41362
India,14/09/2023,International Aviation,0.0144781
India,14/09/2023,Power,4.78879
India,14/09/2023,Residential,0.270274
India,15/09/2023,Domestic Aviation,0.0202513
India,15/09/2023,Ground Transport,0.849526
India,15/09/2023,Industry,2.33788
India,15/09/2023,International Aviation,0.0158024
India,15/09/2023,Power,4.63851
India,15/09/2023,Residential,0.272387
India,16/09/2023,Domestic Aviation,0.0201498
India,16/09/2023,Ground Transport,0.849252
India,16/09/2023,Industry,2.18833
India,16/09/2023,International Aviation,0.0150904
India,16/09/2023,Power,4.34179
India,16/09/2023,Residential,0.273715
India,17/09/2023,Domestic Aviation,0.0202566
India,17/09/2023,Ground Transport,0.73748
India,17/09/2023,Industry,1.99022
India,17/09/2023,International Aviation,0.0155951
India,17/09/2023,Power,3.94873
India,17/09/2023,Residential,0.274854
India,18/09/2023,Domestic Aviation,0.0199175
India,18/09/2023,Ground Transport,0.837177
India,18/09/2023,Industry,2.0484
India,18/09/2023,International Aviation,0.0148806
India,18/09/2023,Power,4.06416
India,18/09/2023,Residential,0.27595
India,19/09/2023,Domestic Aviation,0.0200982
India,19/09/2023,Ground Transport,0.827609
India,19/09/2023,Industry,2.11283
India,19/09/2023,International Aviation,0.0138472
India,19/09/2023,Power,4.192
India,19/09/2023,Residential,0.276148
India,20/09/2023,Domestic Aviation,0.019994
India,20/09/2023,Ground Transport,0.843968
India,20/09/2023,Industry,2.21759
India,20/09/2023,International Aviation,0.0148783
India,20/09/2023,Power,4.39986
India,20/09/2023,Residential,0.274527
India,21/09/2023,Domestic Aviation,0.0205311
India,21/09/2023,Ground Transport,0.830149
India,21/09/2023,Industry,2.27274
India,21/09/2023,International Aviation,0.0143701
India,21/09/2023,Power,4.50927
India,21/09/2023,Residential,0.276716
India,22/09/2023,Domestic Aviation,0.020419
India,22/09/2023,Ground Transport,0.837986
India,22/09/2023,Industry,2.23693
India,22/09/2023,International Aviation,0.0152234
India,22/09/2023,Power,4.43822
India,22/09/2023,Residential,0.280481
India,23/09/2023,Domestic Aviation,0.0205004
India,23/09/2023,Ground Transport,0.835667
India,23/09/2023,Industry,2.11652
India,23/09/2023,International Aviation,0.0153891
India,23/09/2023,Power,4.19932
India,23/09/2023,Residential,0.281426
India,24/09/2023,Domestic Aviation,0.0203926
India,24/09/2023,Ground Transport,0.747283
India,24/09/2023,Industry,1.97509
India,24/09/2023,International Aviation,0.0161089
India,24/09/2023,Power,3.91872
India,24/09/2023,Residential,0.283876
India,25/09/2023,Domestic Aviation,0.0203626
India,25/09/2023,Ground Transport,0.834713
India,25/09/2023,Industry,2.09351
India,25/09/2023,International Aviation,0.0139751
India,25/09/2023,Power,4.15367
India,25/09/2023,Residential,0.287984
India,26/09/2023,Domestic Aviation,0.0203848
India,26/09/2023,Ground Transport,0.833794
India,26/09/2023,Industry,2.2235
India,26/09/2023,International Aviation,0.0141261
India,26/09/2023,Power,4.41157
India,26/09/2023,Residential,0.285042
India,27/09/2023,Domestic Aviation,0.020494
India,27/09/2023,Ground Transport,0.845292
India,27/09/2023,Industry,2.27056
India,27/09/2023,International Aviation,0.0152276
India,27/09/2023,Power,4.50495
India,27/09/2023,Residential,0.284297
India,28/09/2023,Domestic Aviation,0.0206392
India,28/09/2023,Ground Transport,0.799026
India,28/09/2023,Industry,2.26164
India,28/09/2023,International Aviation,0.0141628
India,28/09/2023,Power,4.48725
India,28/09/2023,Residential,0.283652
India,29/09/2023,Domestic Aviation,0.0204522
India,29/09/2023,Ground Transport,0.82744
India,29/09/2023,Industry,2.28297
India,29/09/2023,International Aviation,0.0151505
India,29/09/2023,Power,4.52956
India,29/09/2023,Residential,0.285424
India,30/09/2023,Domestic Aviation,0.0204161
India,30/09/2023,Ground Transport,0.819285
India,30/09/2023,Industry,2.23205
India,30/09/2023,International Aviation,0.0156679
India,30/09/2023,Power,4.42855
India,30/09/2023,Residential,0.286304
India,01/10/2023,Domestic Aviation,0.0205816
India,01/10/2023,Ground Transport,0.730748
India,01/10/2023,Industry,1.9344
India,01/10/2023,International Aviation,0.015525
India,01/10/2023,Power,4.1155
India,01/10/2023,Residential,0.289285
India,02/10/2023,Domestic Aviation,0.0204768
India,02/10/2023,Ground Transport,0.607831
India,02/10/2023,Industry,1.9011
India,02/10/2023,International Aviation,0.0142791
India,02/10/2023,Power,4.04465
India,02/10/2023,Residential,0.296203
India,03/10/2023,Domestic Aviation,0.0205879
India,03/10/2023,Ground Transport,0.834407
India,03/10/2023,Industry,2.03808
India,03/10/2023,International Aviation,0.0140093
India,03/10/2023,Power,4.33608
India,03/10/2023,Residential,0.29375
India,04/10/2023,Domestic Aviation,0.0205943
India,04/10/2023,Ground Transport,0.837694
India,04/10/2023,Industry,2.09416
India,04/10/2023,International Aviation,0.0153733
India,04/10/2023,Power,4.45538
India,04/10/2023,Residential,0.29122
India,05/10/2023,Domestic Aviation,0.0204875
India,05/10/2023,Ground Transport,0.833707
India,05/10/2023,Industry,2.12216
India,05/10/2023,International Aviation,0.0142257
India,05/10/2023,Power,4.51496
India,05/10/2023,Residential,0.287095
India,06/10/2023,Domestic Aviation,0.0206151
India,06/10/2023,Ground Transport,0.829715
India,06/10/2023,Industry,2.16624
India,06/10/2023,International Aviation,0.0147797
India,06/10/2023,Power,4.60875
India,06/10/2023,Residential,0.28289
India,07/10/2023,Domestic Aviation,0.020419
India,07/10/2023,Ground Transport,0.826416
India,07/10/2023,Industry,2.1863
India,07/10/2023,International Aviation,0.0153448
India,07/10/2023,Power,4.65142
India,07/10/2023,Residential,0.28771
India,08/10/2023,Domestic Aviation,0.0206351
India,08/10/2023,Ground Transport,0.697281
India,08/10/2023,Industry,2.195
India,08/10/2023,International Aviation,0.0157513
India,08/10/2023,Power,4.66992
India,08/10/2023,Residential,0.290086
India,09/10/2023,Domestic Aviation,0.0206553
India,09/10/2023,Ground Transport,0.83004
India,09/10/2023,Industry,2.24299
India,09/10/2023,International Aviation,0.0144429
India,09/10/2023,Power,4.77202
India,09/10/2023,Residential,0.300136
India,10/10/2023,Domestic Aviation,0.0207161
India,10/10/2023,Ground Transport,0.836555
India,10/10/2023,Industry,2.26259
India,10/10/2023,International Aviation,0.0137618
India,10/10/2023,Power,4.81373
India,10/10/2023,Residential,0.311347
India,11/10/2023,Domestic Aviation,0.0208267
India,11/10/2023,Ground Transport,0.834665
India,11/10/2023,Industry,2.29961
India,11/10/2023,International Aviation,0.0150968
India,11/10/2023,Power,4.89248
India,11/10/2023,Residential,0.303742
India,12/10/2023,Domestic Aviation,0.0211954
India,12/10/2023,Ground Transport,0.831493
India,12/10/2023,Industry,2.29333
India,12/10/2023,International Aviation,0.0142545
India,12/10/2023,Power,4.87913
India,12/10/2023,Residential,0.299815
India,13/10/2023,Domestic Aviation,0.0212572
India,13/10/2023,Ground Transport,0.839711
India,13/10/2023,Industry,2.30858
India,13/10/2023,International Aviation,0.0150893
India,13/10/2023,Power,4.91158
India,13/10/2023,Residential,0.298943
India,14/10/2023,Domestic Aviation,0.0207784
India,14/10/2023,Ground Transport,0.804602
India,14/10/2023,Industry,2.25511
India,14/10/2023,International Aviation,0.0152768
India,14/10/2023,Power,4.79781
India,14/10/2023,Residential,0.317468
India,15/10/2023,Domestic Aviation,0.0207213
India,15/10/2023,Ground Transport,0.702103
India,15/10/2023,Industry,2.19203
India,15/10/2023,International Aviation,0.0163565
India,15/10/2023,Power,4.6636
India,15/10/2023,Residential,0.319103
India,16/10/2023,Domestic Aviation,0.0208044
India,16/10/2023,Ground Transport,0.828977
India,16/10/2023,Industry,2.17372
India,16/10/2023,International Aviation,0.0136398
India,16/10/2023,Power,4.62465
India,16/10/2023,Residential,0.345807
India,17/10/2023,Domestic Aviation,0.0195013
India,17/10/2023,Ground Transport,0.833856
India,17/10/2023,Industry,2.14861
India,17/10/2023,International Aviation,0.0141262
India,17/10/2023,Power,4.57122
India,17/10/2023,Residential,0.352238
India,18/10/2023,Domestic Aviation,0.0209286
India,18/10/2023,Ground Transport,0.836187
India,18/10/2023,Industry,2.20892
India,18/10/2023,International Aviation,0.0155041
India,18/10/2023,Power,4.69954
India,18/10/2023,Residential,0.348317
India,19/10/2023,Domestic Aviation,0.0212444
India,19/10/2023,Ground Transport,0.830606
India,19/10/2023,Industry,2.25361
India,19/10/2023,International Aviation,0.0146337
India,19/10/2023,Power,4.79462
India,19/10/2023,Residential,0.344348
India,20/10/2023,Domestic Aviation,0.0211824
India,20/10/2023,Ground Transport,0.835195
India,20/10/2023,Industry,2.24753
India,20/10/2023,International Aviation,0.0156068
India,20/10/2023,Power,4.78168
India,20/10/2023,Residential,0.342593
India,21/10/2023,Domestic Aviation,0.0209039
India,21/10/2023,Ground Transport,0.817358
India,21/10/2023,Industry,2.22355
India,21/10/2023,International Aviation,0.015745
India,21/10/2023,Power,4.73067
India,21/10/2023,Residential,0.33884
India,22/10/2023,Domestic Aviation,0.0207948
India,22/10/2023,Ground Transport,0.720357
India,22/10/2023,Industry,2.148
India,22/10/2023,International Aviation,0.0155678
India,22/10/2023,Power,4.56992
India,22/10/2023,Residential,0.338253
India,23/10/2023,Domestic Aviation,0.0207589
India,23/10/2023,Ground Transport,0.807199
India,23/10/2023,Industry,2.12589
India,23/10/2023,International Aviation,0.0145485
India,23/10/2023,Power,4.52289
India,23/10/2023,Residential,0.340776
India,24/10/2023,Domestic Aviation,0.0208426
India,24/10/2023,Ground Transport,0.667738
India,24/10/2023,Industry,2.06024
India,24/10/2023,International Aviation,0.0140319
India,24/10/2023,Power,4.38323
India,24/10/2023,Residential,0.342681
India,25/10/2023,Domestic Aviation,0.0209186
India,25/10/2023,Ground Transport,0.825581
India,25/10/2023,Industry,2.16704
India,25/10/2023,International Aviation,0.0152047
India,25/10/2023,Power,4.61043
India,25/10/2023,Residential,0.340605
India,26/10/2023,Domestic Aviation,0.0211351
India,26/10/2023,Ground Transport,0.829732
India,26/10/2023,Industry,2.23812
India,26/10/2023,International Aviation,0.0142535
India,26/10/2023,Power,4.76166
India,26/10/2023,Residential,0.336931
India,27/10/2023,Domestic Aviation,0.0213302
India,27/10/2023,Ground Transport,0.840894
India,27/10/2023,Industry,2.23493
India,27/10/2023,International Aviation,0.0154554
India,27/10/2023,Power,4.75487
India,27/10/2023,Residential,0.33244
India,28/10/2023,Domestic Aviation,0.0209657
India,28/10/2023,Ground Transport,0.805381
India,28/10/2023,Industry,2.23189
India,28/10/2023,International Aviation,0.0154414
India,28/10/2023,Power,4.74841
India,28/10/2023,Residential,0.331997
India,29/10/2023,Domestic Aviation,0.0204122
India,29/10/2023,Ground Transport,0.748562
India,29/10/2023,Industry,2.14666
India,29/10/2023,International Aviation,0.0153108
India,29/10/2023,Power,4.56707
India,29/10/2023,Residential,0.33227
India,30/10/2023,Domestic Aviation,0.0207253
India,30/10/2023,Ground Transport,0.826983
India,30/10/2023,Industry,2.1943
India,30/10/2023,International Aviation,0.0142461
India,30/10/2023,Power,4.66844
India,30/10/2023,Residential,0.331925
India,31/10/2023,Domestic Aviation,0.0206601
India,31/10/2023,Ground Transport,0.829534
India,31/10/2023,Industry,2.22479
India,31/10/2023,International Aviation,0.0145546
India,31/10/2023,Power,4.7333
India,31/10/2023,Residential,0.330711
India,01/11/2023,Domestic Aviation,0.0205736
India,01/11/2023,Ground Transport,0.756516
India,01/11/2023,Industry,2.44376
India,01/11/2023,International Aviation,0.0156273
India,01/11/2023,Power,4.76993
India,01/11/2023,Residential,0.351963
India,02/11/2023,Domestic Aviation,0.020889
India,02/11/2023,Ground Transport,0.834905
India,02/11/2023,Industry,2.44925
India,02/11/2023,International Aviation,0.0157581
India,02/11/2023,Power,4.78065
India,02/11/2023,Residential,0.357782
India,03/11/2023,Domestic Aviation,0.0208525
India,03/11/2023,Ground Transport,0.837463
India,03/11/2023,Industry,2.45587
India,03/11/2023,International Aviation,0.0154344
India,03/11/2023,Power,4.79358
India,03/11/2023,Residential,0.366492
India,04/11/2023,Domestic Aviation,0.0209257
India,04/11/2023,Ground Transport,0.836781
India,04/11/2023,Industry,2.42838
India,04/11/2023,International Aviation,0.0157009
India,04/11/2023,Power,4.73992
India,04/11/2023,Residential,0.372631
India,05/11/2023,Domestic Aviation,0.0208386
India,05/11/2023,Ground Transport,0.708225
India,05/11/2023,Industry,2.3106
India,05/11/2023,International Aviation,0.0165205
India,05/11/2023,Power,4.51002
India,05/11/2023,Residential,0.369006
India,06/11/2023,Domestic Aviation,0.0209507
India,06/11/2023,Ground Transport,0.83018
India,06/11/2023,Industry,2.35824
India,06/11/2023,International Aviation,0.014425
India,06/11/2023,Power,4.60302
India,06/11/2023,Residential,0.37021
India,07/11/2023,Domestic Aviation,0.0210207
India,07/11/2023,Ground Transport,0.830918
India,07/11/2023,Industry,2.37025
India,07/11/2023,International Aviation,0.0146767
India,07/11/2023,Power,4.62645
India,07/11/2023,Residential,0.372714
India,08/11/2023,Domestic Aviation,0.0207002
India,08/11/2023,Ground Transport,0.849463
India,08/11/2023,Industry,2.37775
India,08/11/2023,International Aviation,0.0159732
India,08/11/2023,Power,4.64109
India,08/11/2023,Residential,0.371263
India,09/11/2023,Domestic Aviation,0.0211541
India,09/11/2023,Ground Transport,0.846981
India,09/11/2023,Industry,2.36911
India,09/11/2023,International Aviation,0.0151709
India,09/11/2023,Power,4.62423
India,09/11/2023,Residential,0.366725
India,10/11/2023,Domestic Aviation,0.0213005
India,10/11/2023,Ground Transport,0.858748
India,10/11/2023,Industry,2.27626
India,10/11/2023,International Aviation,0.0158049
India,10/11/2023,Power,4.44299
India,10/11/2023,Residential,0.405774
India,11/11/2023,Domestic Aviation,0.0212913
India,11/11/2023,Ground Transport,0.795178
India,11/11/2023,Industry,2.09916
India,11/11/2023,International Aviation,0.0167722
India,11/11/2023,Power,4.09732
India,11/11/2023,Residential,0.399585
India,12/11/2023,Domestic Aviation,0.0199328
India,12/11/2023,Ground Transport,0.326695
India,12/11/2023,Industry,1.88333
India,12/11/2023,International Aviation,0.0160931
India,12/11/2023,Power,3.67604
India,12/11/2023,Residential,0.390873
India,13/11/2023,Domestic Aviation,0.0206277
India,13/11/2023,Ground Transport,0.463966
India,13/11/2023,Industry,1.84008
India,13/11/2023,International Aviation,0.0147877
India,13/11/2023,Power,3.59162
India,13/11/2023,Residential,0.386719
India,14/11/2023,Domestic Aviation,0.0207582
India,14/11/2023,Ground Transport,0.658316
India,14/11/2023,Industry,1.97216
India,14/11/2023,International Aviation,0.0148475
India,14/11/2023,Power,3.84943
India,14/11/2023,Residential,0.390442
India,15/11/2023,Domestic Aviation,0.0208497
India,15/11/2023,Ground Transport,0.767069
